[vis1_Spindles/CZ-A1]
    0.8000	    0.8000
    6.9600	    1.2600
   22.9800	    0.8500
   26.0900	    1.2800
   31.5000	    0.7400
   34.4600	    0.5700
   38.8300	    1.0400
   87.5900	    0.8300
   92.6300	    0.5900
  109.2600	    0.7600
  121.4800	    0.7800
  146.2000	    0.5400
  169.8700	    0.7800
  179.2600	    0.7200
  186.8700	    0.5200
  188.0400	    0.6500
  198.6500	    1.2400
  203.1500	    0.5900
  208.7000	    0.7200
  215.9800	    0.5400
  276.2200	    0.6500
  316.0400	    0.7600
  333.7000	    0.6300
  357.1300	    0.5200
  358.0000	    1.2200
  361.2800	    0.7800
  373.6100	    0.7600
  403.5400	    0.5900
  413.4100	    0.6500
  431.8000	    0.6700
  436.2200	    0.8300
  452.9300	    0.5900
  465.3500	    0.6100
  468.5400	    0.7200
  472.1300	    0.9100
  490.9300	    0.8300
  538.8300	    0.5700
  543.0200	    0.8500
  544.5700	    0.7400
  548.4800	    0.7200
  552.7600	    1.0200
  556.8900	    0.8500
  560.3300	    0.7000
  569.2200	    0.9100
  574.3500	    0.5900
  597.6500	    0.8000
  605.3700	    0.9600
  609.8300	    0.6300
  613.9100	    0.7000
  620.2000	    0.9100
  624.1500	    0.5400
  638.7800	    0.6100
  652.2800	    1.4600
  676.2800	    0.8900
  709.4600	    0.9700
  775.9300	    0.7600
  834.4900	    0.5100
  909.2400	    0.5100
  925.5400	    0.6600
  956.9200	    0.4900
