[vis2_Spindles/CZ-A1]
    0.7250	    1.0000
    7.1500	    1.0000
   14.8250	    1.0000
   26.1200	    1.0000
   31.5150	    1.0000
   39.2250	    1.0000
  121.4200	    1.0000
  169.7700	    1.0000
  179.4500	    1.0000
  187.9750	    1.0000
  199.0300	    1.0000
  208.5650	    1.0000
  215.8000	    1.0000
  276.0100	    1.0000
  282.7900	    1.0000
  315.8400	    1.0000
  333.2750	    1.0000
  358.2600	    1.0000
  373.5650	    1.0000
  403.4450	    1.0000
  413.3000	    1.0000
  472.1700	    1.0000
  490.9250	    1.0000
  495.3150	    1.0000
  538.7000	    1.0000
  543.2000	    1.0000
  548.3300	    1.0000
  560.2500	    1.0000
  568.9950	    1.0000
  583.8750	    1.0000
  597.4200	    1.0000
  605.5300	    1.0000
  613.8200	    1.0000
  620.1550	    1.0000
  638.6100	    1.0000
  652.4450	    1.0000
  676.0800	    1.0000
  776.0000	    1.0000
  780.5800	    1.0000
  956.6150	    1.0000
 1114.8150	    1.0000
 1484.8950	    1.0000
 1602.6850	    1.0000
 1613.5850	    1.0000
 1650.5550	    1.0000
 1690.3150	    1.0000
 1700.7400	    1.0000
 1705.7950	    1.0000
 1718.8550	    1.0000
 1775.5200	    1.0000
 1781.0750	    1.0000
 1786.3150	    1.0000
